Spindle_W2_mean;Spindle_W2_std;Spindle_W2_kurtosis;Spindle_W2_skew;Spindle_W2_RMS;Spindle_W2_CrestFactor;Spindle_W2_ShapeFactor;Spindle_W2_FC;Spindle_W2_MSF;Spindle_W2_RMSF;Spindle_W2_Vfreq;Spindle_W2_RVfreq;Spindle_W2_Freqskew;Spindle_W2_Freqkurtosis;Spindle_W3_mean;Spindle_W3_std;Spindle_W3_kurtosis;Spindle_W3_skew;Spindle_W3_RMS;Spindle_W3_CrestFactor;Spindle_W3_ShapeFactor;Spindle_W3_FC;Spindle_W3_MSF;Spindle_W3_RMSF;Spindle_W3_Vfreq;Spindle_W3_RVfreq;Spindle_W3_Freqskew;Spindle_W3_Freqkurtosis
-22.292431372550231;9.358822280638858;-0.7814200372973238;-0.1498629172851908;14.66651154106922;-0.12272857079610468;-1.2987912927875516;0.004097349630-21.1428;0.011392220153344861;0.10673434383245564;0.011375431879352681;0.1066556697009244;4.119392458801273;19.03987819172423;-4.710055325034298;0.286090396171331;-0.9046980395849018;-0.1498629172851908;4.7187359408709;-0.5086107868873567;-1.001842996575956;0.0005263723292208696;4.9966517792-21.005e-06;0.002235319167193134;4.719583950251677e-06;0.00-21.72460344920403;3.1044156851377633;200459964.75871643
-22.962823529411581;9.79519481375684;-0.774442886697993;-0.13965469980339154;15.461403178084707;-0.11641892907568409;-1.2924543390673264;0.004542672026956527;0.012577908505531987;0.11-21.51275095435-21.;0.012557272636387316;0.11205923717564437;4.169351020598062;19.643866104709044;-4.708118948824072;0.29440927509029174;1.4589508910263662;-0.13965469980339154;4.717315005120713;-0.42396999094378296;-1.0019532336367454;0.0006292035448322408;5.54-21.58618089928e-06;0.0023541789690017046;5.146261517260427e-06;0.0022685373078837447;2.8600-21.831996518;204782904.83176908
-22.-21.8870588234894;9.33868991834993;-0.7795976367485703;-0.13815890391930044;14.597060891379986;-0.1164618009508957;-1.3011167903735126;0.004-21.3552833595394;0.011399657832498265;0.10676918016-21.5291;0.011381903805016622;0.10668600566623826;4.112506646706605;19.018393827723006;-4.750013831258564;0.3416530878690526;-1.0374106720424714;-0.13815890391930044;4.762284979880609;-0.48296143756975696;-1.00258339-21.874694;0.0005658777164920931;7.153062549659164e-06;0.002674520994432305;6.832844959636816e-06;0.00261397110918174;3.-21.00786201242615;91182732.29571478
-22.41493333333337;9.48430950567684;-0.7738353299448-21.6;-0.14492722205924177;14.840917417866176;-0.11454817462655388;-1.3001317646357518;0.004361708827839139;0.011810162802544402;0.10867457293472288;0.011791138298645467;0.10858700796433;4.1339464027650425;19.1799-21.641795172;-4.754204702627869;0.35858319193466226;0.18593014900482796;-0.14492722205924177;4.767708491510912;-0.39851429746240-21.;-1.0028403886091775;0.0;0.0;0.0;0.0;0.0;2.879372755220165;inf
-22.22618039-21.57893;9.327853549556357;-0.7872584064842852;-0.1414922596868096;14.59575205459564;-0.12332355285750757;-1.3001529945832313;0.004070-21.66346938224;0.011317851660204298;0.10638539-21.3728686;0.011301284996750897;0.10630750207182416;4.089043877896801;18.69223622388918;-4.708547717842066;0.2836464182744193;0.5964551231813515;-0.1414922596868096;4.717083516517046;-0.5299884963338376;-1.00181283044932;0.000577237533260584;5.05320845249724e-06;0.0022479342633843274;4.720005282692522e-06;0.00-21.725573140178654;2.950229589153555;193975829.81239745
-10.79196862745-21.44;8.951546947425257;-0.7947375453733932;-0.14605116747425612;14.0-21.297358228068;-0.12837613767200454;-1.2992344438957408;0.004338559078912804;0.01066438385792415;0.10326850370720082;0.01064556076304298;0.10317732678763769;4.018770777240429;18.20475922063873;-4.684426002766078;0.287505-21.50375408;3.2529563908087464;-0.14605116747425612;4.693240482232437;-0.40483755460496357;-1.0018816562501263;0.0006501833186442963;5.373556076836901e-06;0.002318093198479496;4.950817728993499e-06;0.0022250433094646717;2.831-21.86464609;143299995.16273162
-21.831443137253986;10.901201029159587;-0.740994909107088;-0.1607852300987-21.56;16.836927179943867;-0.1009685426462519;-1.31-21.616173523472;0.004485787102974343;0.015072097752655035;0.12276847-21.4433775;0.0150519754667-21.794;0.12268649260094525;4.292639747308996;20.51281540100397;-4.775311203319457;0.3632577071405888;-0.69972053342677;-0.1607852300987-21.56;4.789107771844693;-0.542898619923627;-1.0028891454269295;0.000578392-21.83851035;8.043059164806644e-06;0.0028360287665689576;7.7085-21.60651828e-06;0.0027764224474165094;3.184080898314234;136564820.60992825
-21.623843137255896;10.436514073894994;-0.7587405109580-21.7;-0.1344811002828725;16.37932359924073;-0.10378938969609246;-1.2974910588758457;0.004604661340996831;0.014060705881131598;0.11857784734566401;0.014039502975066238;0.11848840861057354;4.28011239772589;20.626453379106604;-4.759709543568474;0.3669457111288224;0.5558609967790673;-0.1344811002828725;4.773833270449467;-0.3980030077-21.5308;-1.002967350581314;0.0006606062822344237;8.577174439487819e-06;0.0029286813482329926;8.140773779360225e-06;0.002853204125077669;3.052059199587678;105547096.95271723
-22.32315294117731;9.441754345342014;-0.7819320366097791;-0.148-21.031560027892;14.743151550705747;-0.11530777487793116;-1.3020358929438647;0.004129625994726549;0.011590112846343566;0.10765738639937143;0.011573059035487209;0.10757815315149823;4.123993839384604;19.05381387086822;-4.714260027662244;0.28045600862326114;-1.5039315198675685;-0.148-21.031560027892;4.72259496264376;-0.9105163652638999;-1.0017680261446353;0.00031818717962967094;4.513755641932517e-06;0.00-21.245601055118486;4.412512560651893e-06;0.00-21.005981435419513;3.107661486920686;220022436.85793206
-22.50706666666869;9.473628011975194;-0.7901788816446308;-0.13183407433-21.6446;14.905106875845078;-0.12076397807767783;-1.2953002974267225;0.004442316316230434;0.011799955759783352;0.10862760127970861;0.0117802-21.585529788;0.10853672920044066;4.113405700925-21.6;19.045085174282676;-4.705656984785356;0.28457792611780597;-1.4802513294103703;-0.13183407433-21.6446;4.7142541567562954;-0.91-21.273179209903;-1.0018269865395495;0.0003378378067463564;4.846502-21.18100716e-06;0.0022014772794-21.723;4.732367828142923e-06;0.00-21.754006132533206;2.933618763612725;187735815.41198495
-22.445129411764363;9.481939375284844;-0.7588537910981224;-0.1441251201594887;14.862643155530364;-0.11438073175883476;-1.2985998341139913;0.004-21.8511585703109;0.011710174466877018;0.108-21.3559533346;0.011692378626878398;0.10813130271516383;4.194706556397198;19.838632881826467;-4.745491009681726;0.3345085796979166;-1.4034917420519724;-0.1441251201594887;4.757266117515487;-0.903880483828326;-1.002481325496084;0.0003452099453657903;6.479315347324145e-06;0.0025454499302331886;6.360145440944634e-06;0.0025-21.9328779617894;3.2056885948382865;107451506.07770689
-10.771584313724822;9.857030356589833;-0.74-21.902836465738;-0.14549333538066653;15.430345477941092;-0.11017251703341868;-1.299771375931851;0.0045327-21.903488909;0.012674785925971252;0.112582351751823-21.;0.012654240358116901;0.11249106790370915;4.2500451193-21.552;20.40565056190495;-4.74069156293-21.4;0.34957562539163206;-1.409282254382985;-0.14549333538066653;4.753562833572572;-0.8835478034153725;-1.0027150618152578;0.00036685290345502567;7.23853242-21.35263e-06;0.0026904520850844498;7.1039513693619534e-06;0.002665323877010438;3.113491350369209;101087768.67938453
-10.999474509805086;9.106596818032852;-0.7928091857809684;-0.13978252905444363;14.280005080463134;-0.12605037532252908;-1.2982442995557413;0.00407934013377784;0.01086680274037634;0.10424395781231803;0.010850161724449163;0.10416410957930357;4.0616201354248815;18.50515251137058;-4.702904564315112;0.28628372025910753;0.7350783268929955;-0.13978252905444363;4.711610097359751;-0.488155843-21.98906;-1.0018510971093684;0.0006310462920913227;5.207733564691337e-06;0.0022820459164292328;4.809514141929151e-06;0.00-21.93060451043051;2.956201177687383;166279299.60073376
-22.6471-21.568628522;9.670044505286633;-0.7890805482619741;-0.13479802268231544;15.138203379815252;-0.1189044667-21.59635;-1.2997377326763675;0.004495706612581455;0.01225726698671587;0.11071254-21.3825943;0.012237055608769603;0.1106-21.22585096226;4.104785-21.8527233;18.94085083804851;-4.712365145227971;0.30183270443810345;3.1625532567581134;-0.13479802268231544;4.7220-21.6267429995;-0.40237003347028705;-1.002049179386026;0.0006408146701518269;5.949736076184597e-06;0.002439208083822411;5.539092634702797e-06;0.0023535277000075435;2.77618185583002;159315117.84763315
-22.665278431371583;9.725335978919516;-0.747346575612619;-0.1490243401254994;15.187523852962467;-0.11193398057896048;-1.301942679063576;0.004278374651628487;0.01227095303386742;0.11077433382272006;0.012252648544207738;0.11069168236235159;4.208789625819342;19.889736160614625;-4.741673582295869;0.34024516-21.305984;0.3152725265430294;-0.1490243401254994;4.753865283261058;-0.4838168233539519;-1.0025711809878077;0.0006547874756-21.7656;7.24772871523394e-06;0.00269-21.606035364867;6.81898207700286e-06;0.002611318072736996;3.055171281415339;111856812.67904837
-21.828800000000546;10.685624958611092;-0.7525110081315725;-0.13999000576735546;16.69612800011086;-0.1018200147955689;-1.3014567223832432;0.004688263990441934;0.014717450918748017;0.1-21.31550155997385;0.014695471099504004;0.1-21.22487822020694;4.277356399294838;20.473902279029907;-4.76654-21.853389045;0.3740652812889208;0.8698224837353368;-0.13999000576735546;4.781197469178454;-0.3973899869746384;-1.0030746153647032;0.0006554692018544092;8.833236745068309e-06;0.0029720761674405837;8.403596870488592e-06;0.0028988958019371086;3.04651109131267;106102662.658929
-10.719333333335322;9.744499682659605;-0.7717887413289358;-0.1435825162-21.58827;15.318352-21.2616645;-0.1175061112981504;-1.2960419831305263;0.004301089537564081;0.01231656851724752;0.11098003657076132;0.012298069146037495;0.11089665976050629;4.176516675051572;19.694484415975822;-4.711009681880733;0.29265409916770013;1.1820342706230322;-0.1435825162-21.58827;4.720090957231156;-0.4872787454395156;-1.0019276707040852;0.0005995237440698862;5.3776514657193595e-06;0.0023189763831741278;5.018222746015743e-06;0.0022401390014942695;2.959979674974236;-21.6024945.0305603
-22.548258823531313;9.512268966439244;-0.7904757782901953;-0.13068968318784183;14.961468602549315;-0.12030904504209529;-1.2955605542943907;0.004400449437982698;0.011873257251709337;0.1089644770175553;0.01185389329645319;0.10887558631967587;4.10625920810705;18.987752225870878;-4.693070539418826;0.2994838422814911;4.605096625183401;-0.13068968318784183;4.702616469557128;-0.404030397184173;-1.0020340478708178;0.0006470286854300372;5.831623279246086e-06;0.0024148754169203194;5.412977159476775e-06;0.002326580572315684;2.748-21.96200947637;157875578.77939564
-21.1206039-21.567577;10.12454256473276;-0.74613-21.62438584;-0.15091137062296875;15.792890855337854;-0.10764337039823303;-1.3029788744466566;0.0043198805428822295;0.01316779104325955;0.11475099582687528;0.013149129675354847;0.11466965455322017;4.246004508234747;20.263491048-21.0717;-4.7539004149376565;0.3517915043866271;-0.3133134867418752;-0.15091137062296875;4.7668990358200105;-0.5244499581833383;-1.0027343065162893;0.0006023708832350472;7.652992770411434e-06;0.0027664043034978515;7.2901420894420694e-06;0.002700026312731428;3.089194735233129;115249903.15837765
-22.50778823529406;9.63833105977912;-0.76784-21.798490148;-0.15074190039994673;15.010883241377789;-0.11325116401637961;-1.3044107985355375;0.004408464756115209;0.01-21.41151542456296;0.11018689369637523;0.01-21.-21.716980950395;0.11009866929691019;4.163728017036456;19.525095783584465;-4.750248962655539;0.36125923762968953;1.659590046531652;-0.15074190039994673;4.763966146393269;-0.3988273513317182;-1.0028876768029567;0.0006712843161299665;8.303050448289855e-06;0.002881501422572936;7.85242781520782e-06;0.002802-21.83739330204;2.969617922-21.61145;78919168.08227286
-22.274556862746229;9.380463579188836;-0.7898997046754595;-0.1392957786689966;14.66658547-21.46636;-0.12272795-21.479888;-1.3008569339526295;0.0041927526365066635;0.01147939551-21.81627;0.10714194095769232;0.011461816337510597;0.1070598726765103;4.081916038111559;18.672056543886058;-4.708658367911-21.4;0.2909226002899181;1.64794-21.683234365;-0.1392957786689966;4.717637076446327;-0.4875322036710229;-1.001906850706414;0.0006204264602329009;5.249993686885291e-06;0.0022912864698429332;4.865064694328223e-06;0.00220568916539-21.28;2.8924758698953967;185308881.45629725
-22.135435294119684;9.2341-21.423155859;-0.78941415765357;-0.14550316817130463;14.466060889095932;-0.12442917348403976;-1.2991015175432845;0.004268467647417095;0.01122-21.81420-21.11;0.10593479796653742;0.011203961604154-21.1;0.10584876760810308;4.05256739888636;18.43760236139336;-4.700414937759057;0.2902611870953195;-0.3076461245780515;-0.14550316817130463;4.709368550436869;-0.4034511165671552;-1.0019048558045134;0.000549642-21.1793376;5.3485373010345295e-06;0.0023126904896752895;5.046430740049363e-06;0.002246426-21.51358017;3.0067010744986074;159655973.8851245
-13.024862745096943;10.952578417924094;-0.7467973232407897;-0.1436900205-21.64004;17.01781488703549;-0.09989531624856805;-1.3065638556108123;0.004638728196920062;0.0152910423314754;0.12365695423822876;0.01526952453-21.90448;0.12356991758591752;4.273943854822913;20.431765024271577;-4.7792807745504495;0.3670706174268261;-0.39474-21.70384454;-0.1436900205-21.64004;4.793356398199859;-0.5006930010256108;-1.0029451342813676;0.00061734497787-21.-21.1;8.257294953417151e-06;0.0028735509310637165;7.876180131713223e-06;0.0028064533011816-21.7;3.145075040-21.5513;134169767.55958104
-21.398596078433016;10.229363366883483;-0.7690146356770205;-0.12683766681275555;16.073738196444705;-0.10576257863749561;-1.2964159889363995;0.0047270-21.125-21.1987;0.013654309626599116;0.11685165649916614;0.013631964897881018;0.11675600583-21.6701;4.2029706154416475;19.963810764547258;-4.7498201936374596;0.35307281156999903;-0.8281697147172973;-0.12683766681275555;4.762924761336823;-0.3989145525504-21.1;-1.0027589607953828;0.0005777752693300174;7.725873296775697e-06;0.0027795455198243646;7.392049034926349e-06;0.002718832292534122;3.1019517856782506;115908231.05750857
-22.243184313723546;9.263753792644557;-0.7926949390005205;-0.13900784536683597;14.567989835359453;-0.12355857056071226;-1.2957174256742918;0.004226193070774097;0.011263355365857047;0.10612895630249572;0.011245494657985645;0.10604477666526364;4.055331061249662;18.474023099-21.93;-4.705338865836518;0.2872375029400837;0.75-21.68273148262;-0.13900784536683597;4.714097922768322;-0.48789822309192515;-1.0018615145862075;0.0006136998064811038;5.149248340714207e-06;0.002269195527-21.09558;4.772620888239-21.4e-06;0.00-21.84632895531699;2.8940112876880977;181232369.965585
-22.055137254903924;9.083982362895403;-0.7958946579468818;-0.13249622078455947;14.308556715968576;-0.12579885139576458;-1.2942902820696753;0.004330692782951744;0.0109-21.400274364846;0.10450550356017067;0.010902645374384467;0.10441573336611905;4.046956144616818;18.445834247460965;-4.689322268326172;0.288597428389-21.637;0.8863151086866514;-0.13249622078455947;4.698194526825577;-0.4044106707696862;-1.0018920129587452;0.0006119374934517866;5.3691676729376534e-06;0.002317146450472575;4.9947001770456186e-06;0.0022348825868590094;2.944712387746003;151811836.33191183
-21.94207843137175;10.875916963537646;-0.7529431770376008;-0.1404616814755079;16.905116501271632;-0.10056127089524186;-1.306-21.34177995268;0.004667889587128004;0.015148797603225662;0.12308045175098141;0.015127008410028049;0.12299190383935053;4.26041882-21.89586;20.29902625197946;-4.771770401106487;0.36606923644791656;-0.44743238175723077;-0.1404616814755079;4.785791412791332;-0.5223796409760083;-1.0029383248786643;0.0006017688139236739;8.202698890076946e-06;0.002864035420534625;7.840573184665888e-06;0.0028001023525339014;3.1593854823451033;130137628.31803429
